"X","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus","base"
401,2023-06-29,11,12,20,0,1946.6,6,81,"Previsto","REGISTRO","covid",2023-07-06
167,2023-07-06,11,12,10,1,58.05,6,16,"Previsto","REGISTRO","srag",2023-07-06
400,2023-07-04,11,12,15,0,724.25,5,48,"Previsto","REGISTRO","covid",2023-07-19
167,2023-07-12,11,12,15,3,76.025,10,25,"Previsto","REGISTRO","srag",2023-07-19
399,2023-07-14,11,12,18,0,685.799999999999,6,53.25,"Previsto","REGISTRO","covid",2023-07-25
167,2023-07-18,11,12,8,0,106.15,3,18,"Previsto","REGISTRO","srag",2023-07-25
401,2023-07-22,11,12,7,0,549.799999999999,1,27,"Previsto","REGISTRO","covid",2023-08-02
167,2023-07-25,11,12,3.5,0,52.0749999999999,1,9,"Previsto","REGISTRO","srag",2023-08-02
399,2023-07-28,11,11,5,0,857.924999999999,0,31,"Previsto","REGISTRO","covid",2023-08-08
167,2023-08-08,11,12,7,0,53.025,4,13,"Previsto","REGISTRO","srag",2023-08-08
399,2023-08-09,11,12,2,0,239.35,0,8,"Previsto","REGISTRO","covid",2023-08-16
167,2023-08-16,11,12,19,2,186.175,10,39,"Previsto","REGISTRO","srag",2023-08-16
399,2023-08-11,11,12,1,0,104.15,0,6,"Previsto","REGISTRO","covid",2023-08-23
167,2023-08-19,11,12,11,1,68.05,6,19,"Previsto","REGISTRO","srag",2023-08-23
399,2023-08-18,11,11,4,0,224.325,1,12,"Previsto","REGISTRO","covid",2023-08-30
167,2023-08-29,11,12,11,2,80.05,7,20,"Previsto","REGISTRO","srag",2023-08-30
400,2023-08-25,11,12,11,0,246.25,4,27,"Previsto","REGISTRO","covid",2023-09-06
167,2023-09-06,11,12,12,1,88.05,7,21,"Previsto","REGISTRO","srag",2023-09-06
400,2023-09-08,11,12,4,0,49.0749999999999,1,9,"Previsto","REGISTRO","covid",2023-09-19
167,2023-09-19,11,12,10.5,1,46,6.75,17,"Previsto","REGISTRO","srag",2023-09-19
401,2023-09-19,11,12,9,0,132.025,4,22.25,"Previsto","REGISTRO","covid",2023-09-27
167,2023-09-19,11,12,11,1,47.05,6,18,"Previsto","REGISTRO","srag",2023-09-27
398,2023-10-06,11,12,12,1.975,68.2499999999998,7,19,"Previsto","REGISTRO","covid",2023-10-06
167,2023-10-06,11,12,13,4,34,9,17,"Previsto","REGISTRO","srag",2023-10-06
398,2023-10-07,11,12,28,4,325.375,15,58,"Previsto","REGISTRO","covid",2023-10-11
167,2023-10-10,11,12,16,3,60,10,23,"Previsto","REGISTRO","srag",2023-10-11
400,2023-10-10,11,12,31,3,565.899999999999,16,64,"Previsto","REGISTRO","covid",2023-10-18
167,2023-10-17,11,12,12,2,41,8,18,"Previsto","REGISTRO","srag",2023-10-18
401,2023-10-13,11,12,11,0,55.05,6,19,"Previsto","REGISTRO","covid",2023-10-20
167,2023-10-19,11,12,10,1,27,6,15,"Previsto","REGISTRO","srag",2023-10-20
401,2023-10-18,11,12,6,0,52,2,12,"Previsto","REGISTRO","covid",2023-10-25
167,2023-10-25,11,12,10,1,31,6,15,"Previsto","REGISTRO","srag",2023-10-25
401,2023-10-25,11,12,14,1,111.125,7,27,"Previsto","REGISTRO","covid",2023-11-01
167,2023-11-01,11,12,13,3,39,9,19,"Previsto","REGISTRO","srag",2023-11-01
400,2023-10-31,11,12,6,0,43,2.75,12,"Previsto","REGISTRO","covid",2023-11-08
167,2023-11-08,11,12,15,3,37,10,21,"Previsto","REGISTRO","srag",2023-11-08
401,2023-11-03,11,12,9,1,36.025,6,14,"Previsto","REGISTRO","covid",2023-11-13
167,2023-11-10,11,12,12,2,41.025,8,17,"Previsto","REGISTRO","srag",2023-11-13
401,2023-11-21,11,12,6,0,46.025,2,12,"Previsto","REGISTRO","covid",2023-11-29
167,2023-11-21,11,12,3,0,21,1,6,"Previsto","REGISTRO","srag",2023-11-29
401,2023-11-22,11,12,5,0,45,2,10,"Previsto","REGISTRO","covid",2023-12-06
167,2023-12-05,11,12,4,0,26.025,2,8,"Previsto","REGISTRO","srag",2023-12-06
401,2023-12-05,11,12,8,0,70.025,4,15,"Previsto","REGISTRO","covid",2023-12-13
167,2023-12-05,11,12,5,0,30,3,10,"Previsto","REGISTRO","srag",2023-12-13
401,2023-12-13,11,12,7,0,53.0749999999999,3,14.25,"Previsto","REGISTRO","covid",2023-12-20
167,2023-12-20,11,12,4,0,19.025,3,7,"Previsto","REGISTRO","srag",2023-12-20
400,2023-12-23,11,12,4,0,30,2,8,"Previsto","REGISTRO","covid",2023-12-27
167,2023-12-20,11,12,4,0,19,2,7,"Previsto","REGISTRO","srag",2023-12-27
400,2023-12-20,11,12,3,0,37,1,8,"Previsto","REGISTRO","covid",2024-01-03
167,2023-12-28,11,12,4,0,16.025,2,7,"Previsto","REGISTRO","srag",2024-01-03
401,2024-01-05,11,12,2,0,13.025,1,4,"Previsto","REGISTRO","covid",2024-01-17
167,2024-01-09,11,12,3,0,18.025,1,5,"Previsto","REGISTRO","srag",2024-01-17
401,2024-01-25,11,12,5,0,99,2,12,"Previsto","REGISTRO","covid",2024-01-31
167,2024-01-23,11,12,4,0,32.025,2,8,"Previsto","REGISTRO","srag",2024-01-31
828,2024-01-23,NA,12,3,0,18.05,1,5,"Previsto","REGISTRO","covid",2024-02-07
350,2024-01-23,NA,12,3,0,12,2,5,"Previsto","REGISTRO","srag",2024-02-07
824,2024-02-08,NA,11,2,0,18.025,1,5,"Previsto","REGISTRO","covid",2024-02-14
348,2024-02-15,NA,11,4,0,15.025,2,7,"Previsto","REGISTRO","srag",2024-02-14
825,2024-02-06,NA,10,3,0,40.0749999999999,0,7,"Previsto","REGISTRO","covid",2024-02-21
349,2024-02-13,NA,11,5,0,17,3,8,"Previsto","REGISTRO","srag",2024-02-21
823,2024-02-15,NA,8,0,0,16,0,1,"Previsto","REGISTRO","covid",2024-02-28
350,2024-02-20,NA,12,7,1,26,4,11,"Previsto","REGISTRO","srag",2024-02-28
396,2024-03-06,11,10,162,5.975,18807.725,54,576.5,"Previsto","REGISTRO","covid",2024-03-06
167,2024-03-06,11,12,10.5,3,30.025,7,15,"Previsto","REGISTRO","srag",2024-03-06
396,2024-03-05,11,10,175,3,115141.35,55,775.25,"Previsto","REGISTRO","covid",2024-03-13
166,2024-03-05,11,12,20,2,193.075,10,35,"Previsto","REGISTRO","srag",2024-03-13
823,2024-03-15,NA,9,35,0,557.674999999999,11,78.25,"Previsto","REGISTRO","covid",2024-03-18
350,2024-03-16,NA,12,19,3,58.025,11,30,"Previsto","REGISTRO","srag",2024-03-18
823,2024-03-20,NA,10,16,0,237.125,6,36,"Previsto","REGISTRO","covid",2024-03-20
350,2024-03-20,NA,12,12,1,42,7,19,"Previsto","REGISTRO","srag",2024-03-20
824,2024-03-19,NA,10,23,1,364.05,11,53,"Previsto","REGISTRO","covid",2024-03-27
350,2024-03-27,NA,12,13,1,59,7,23,"Previsto","REGISTRO","srag",2024-03-27
824,2024-03-22,NA,10,24,1,315.05,11,49,"Previsto","REGISTRO","covid",2024-04-10
350,2024-04-06,NA,12,14,2,54,8,22,"Previsto","REGISTRO","srag",2024-04-10
824,2024-03-22,NA,10,25,1,306.1,12,55,"Previsto","REGISTRO","covid",2024-04-17
350,2024-04-11,NA,12,6,0,29.025,3,10,"Previsto","REGISTRO","srag",2024-04-17
822,2024-03-22,NA,10,23,1,286.175,11,53.25,"Previsto","REGISTRO","covid",2024-04-24
350,2024-04-11,NA,12,6,0,31,3,10,"Previsto","REGISTRO","srag",2024-04-24
824,2024-03-22,NA,10,18,0,239.075,7,41,"Previsto","REGISTRO","covid",2024-05-08
350,2024-04-11,NA,12,6,0,27.025,3,11,"Previsto","REGISTRO","srag",2024-05-08
805,2024-05-10,NA,6,2,0,4482.47499999996,1,6,"Previsto","REGISTRO","covid",2024-05-15
350,2024-05-15,NA,12,17,1,209.1,7,43.25,"Previsto","REGISTRO","srag",2024-05-15
804,2024-05-10,NA,6,2,0,329.3,1,6.25,"Previsto","REGISTRO","covid",2024-05-23
350,2024-05-21,NA,12,19,1,328.075,8,44,"Previsto","REGISTRO","srag",2024-05-23
799,2024-05-10,NA,6,2,0,666.024999999997,1,6,"Previsto","REGISTRO","covid",2024-05-29
350,2024-05-29,NA,12,17,0,337.15,6,39,"Previsto","REGISTRO","srag",2024-05-29
796,2024-05-22,NA,5,0,0,1126.075,0,0,"Previsto","REGISTRO","covid",2024-06-05
349,2024-06-05,NA,12,18,0,268.05,7,42.25,"Previsto","REGISTRO","srag",2024-06-05
795,2024-05-22,NA,5,0,0,520.849999999987,0,0,"Previsto","REGISTRO","covid",2024-06-12
350,2024-06-08,NA,12,24,1,267.15,10,58,"Previsto","REGISTRO","srag",2024-06-12
789,2024-05-22,NA,5,0,0,2214.72499999997,0,0,"Previsto","REGISTRO","covid",2024-06-26
351,2024-06-26,NA,12,13,0,176.25,5,27,"Previsto","REGISTRO","srag",2024-06-26
790,2024-05-22,NA,5,0,0,1147.59999999999,0,0,"Previsto","REGISTRO","covid",2024-07-04
351,2024-06-29,NA,12,18,1,187.05,8,39,"Previsto","REGISTRO","srag",2024-07-04
784,2024-05-22,NA,5,0,0,122.699999999997,0,0,"Previsto","REGISTRO","covid",2024-07-23
351,2024-07-20,NA,12,9,2,25,6,13,"Previsto","REGISTRO","srag",2024-07-23
765,2024-08-02,NA,3,0,0,3.97171293148776e+264,0,1.41665271849291e+85,"Previsto","REGISTRO","covid",2024-08-14
351,2024-08-14,NA,12,6,0.975000000000001,19.025,3.75,9,"Previsto","REGISTRO","srag",2024-08-14
767,2024-08-02,NA,3,0,0,7.68318456878211e+250,0,2.13062341755315e+79,"Previsto","REGISTRO","covid",2024-08-21
351,2024-08-16,NA,12,7,1,31,4,11,"Previsto","REGISTRO","srag",2024-08-21
766,2024-08-02,NA,3,0,0,7.14593168172446e+265,0,3.85541870203838e+30,"Previsto","REGISTRO","covid",2024-08-28
351,2024-08-28,NA,12,10,0,48.025,4,19,"Previsto","REGISTRO","srag",2024-08-28
767,2024-08-02,NA,3,0,0,1.18255752905363e+247,0,0,"Previsto","REGISTRO","covid",2024-09-03
351,2024-09-03,NA,12,0,0,11,0,2,"Previsto","REGISTRO","srag",2024-09-03
766,2024-08-02,NA,3,0,0,8.54638460578361e+276,0,5.64899601646307e+88,"Previsto","REGISTRO","covid",2024-09-11
351,2024-09-11,NA,12,3,0,27.025,1,7,"Previsto","REGISTRO","srag",2024-09-11
767,2024-08-02,NA,3,0,0,1.21588895742937e+254,0,1.27561493339727e+80,"Previsto","REGISTRO","covid",2024-09-18
351,2024-09-18,NA,12,10,1,38,5,15,"Previsto","REGISTRO","srag",2024-09-18
768,2024-08-02,NA,3,0,0,2.95703886849947e+275,0,3.9286602572717e+70,"Previsto","REGISTRO","covid",2024-09-25
351,2024-09-25,NA,12,7,0,29,4,11,"Previsto","REGISTRO","srag",2024-09-25
769,2024-08-02,NA,3,0,0,3.48331799398318e+259,0,8.2124742405102e+77,"Previsto","REGISTRO","covid",2024-10-02
351,2024-10-02,NA,12,6,0,22.025,3,9,"Previsto","REGISTRO","srag",2024-10-02
414,2023-05-23,11,12,8,1,60.0999999999999,4,14,"Previsto","RIBEIRÃO PRETO","covid",2023-05-31
180,2023-05-31,11,12,62,22,140.025,46,81,"Previsto","RIBEIRÃO PRETO","srag",2023-05-31
414,2023-05-30,11,12,6.5,0,55.05,3,13,"Previsto","RIBEIRÃO PRETO","covid",2023-06-06
180,2023-06-06,11,12,72,22,192.1,50,99,"Previsto","RIBEIRÃO PRETO","srag",2023-06-06
414,2023-05-30,11,12,7,0,38.025,3,13,"Previsto","RIBEIRÃO PRETO","covid",2023-06-14
180,2023-06-14,11,12,53,16.975,118.05,37,67,"Previsto","RIBEIRÃO PRETO","srag",2023-06-14
412,2023-06-08,11,12,2,0,16.025,0,5,"Previsto","RIBEIRÃO PRETO","covid",2023-06-20
180,2023-06-13,11,12,58,17,146.1,42,75,"Previsto","RIBEIRÃO PRETO","srag",2023-06-20
414,2023-06-27,11,12,3,0,151,1,10,"Previsto","RIBEIRÃO PRETO","covid",2023-07-06
180,2023-07-06,11,12,19,1,70,10,31,"Previsto","RIBEIRÃO PRETO","srag",2023-07-06
413,2023-07-19,11,12,5,0,62,2,10,"Previsto","RIBEIRÃO PRETO","covid",2023-07-19
180,2023-07-19,11,12,35,10,84.025,26,47,"Previsto","RIBEIRÃO PRETO","srag",2023-07-19
412,2023-07-18,11,12,6,0,85.025,3,13,"Previsto","RIBEIRÃO PRETO","covid",2023-07-25
180,2023-07-18,11,12,38,8.975,118.025,26,55,"Previsto","RIBEIRÃO PRETO","srag",2023-07-25
414,2023-07-25,11,12,11,0,113.025,5,22,"Previsto","RIBEIRÃO PRETO","covid",2023-08-02
180,2023-08-02,11,12,33,11,89,24,44.25,"Previsto","RIBEIRÃO PRETO","srag",2023-08-02
412,2023-08-01,11,12,20,3,194.025,12,38,"Previsto","RIBEIRÃO PRETO","covid",2023-08-08
180,2023-08-08,11,12,34,12,89.1249999999999,24,46,"Previsto","RIBEIRÃO PRETO","srag",2023-08-08
412,2023-08-09,11,12,7,0,32,3,11,"Previsto","RIBEIRÃO PRETO","covid",2023-08-16
180,2023-08-16,11,12,32,12.975,70,24,42,"Previsto","RIBEIRÃO PRETO","srag",2023-08-16
412,2023-08-16,11,12,7,0,34,3,13,"Previsto","RIBEIRÃO PRETO","covid",2023-08-23
180,2023-08-16,11,12,34,14,80.025,25,44,"Previsto","RIBEIRÃO PRETO","srag",2023-08-23
412,2023-08-30,11,12,22,4,114.025,14,33,"Previsto","RIBEIRÃO PRETO","covid",2023-08-30
180,2023-08-30,11,12,39,18,91.025,31,50,"Previsto","RIBEIRÃO PRETO","srag",2023-08-30
413,2023-09-06,11,12,22,6,69.05,15,31,"Previsto","RIBEIRÃO PRETO","covid",2023-09-06
180,2023-09-06,11,12,45,20,110.05,35,57,"Previsto","RIBEIRÃO PRETO","srag",2023-09-06
413,2023-09-12,11,12,16,3,61.025,10.75,25,"Previsto","RIBEIRÃO PRETO","covid",2023-09-19
180,2023-09-12,11,12,32,13,74.025,24,42.25,"Previsto","RIBEIRÃO PRETO","srag",2023-09-19
414,2023-09-20,11,12,28,8,66.05,20,37.25,"Previsto","RIBEIRÃO PRETO","covid",2023-09-27
180,2023-09-27,11,12,54,27,100.025,43,67,"Previsto","RIBEIRÃO PRETO","srag",2023-09-27
411,2023-10-06,11,12,15,3,40,9,22,"Previsto","RIBEIRÃO PRETO","covid",2023-10-06
180,2023-10-06,11,12,38,18,67.025,30,47,"Previsto","RIBEIRÃO PRETO","srag",2023-10-06
411,2023-10-04,11,12,26,8,64,19,36,"Previsto","RIBEIRÃO PRETO","covid",2023-10-11
180,2023-10-11,11,12,33,13.975,66,25,42.25,"Previsto","RIBEIRÃO PRETO","srag",2023-10-11
413,2023-10-10,11,12,12,1,41,7,19,"Previsto","RIBEIRÃO PRETO","covid",2023-10-18
180,2023-10-18,11,12,31,11.975,65.025,24,41,"Previsto","RIBEIRÃO PRETO","srag",2023-10-18
414,2023-10-13,11,12,14,2,35.025,9,19,"Previsto","RIBEIRÃO PRETO","covid",2023-10-20
180,2023-10-20,11,12,25,8,50,19,32,"Previsto","RIBEIRÃO PRETO","srag",2023-10-20
414,2023-10-18,11,12,9,0,38.025,4,16,"Previsto","RIBEIRÃO PRETO","covid",2023-10-25
180,2023-10-25,11,12,27,10,58,20,36,"Previsto","RIBEIRÃO PRETO","srag",2023-10-25
414,2023-10-24,11,12,3,0,24,1,7,"Previsto","RIBEIRÃO PRETO","covid",2023-11-01
180,2023-11-01,11,12,29,12,66.025,23,38.25,"Previsto","RIBEIRÃO PRETO","srag",2023-11-01
413,2023-10-31,11,12,16,2,97.05,9,25,"Previsto","RIBEIRÃO PRETO","covid",2023-11-08
180,2023-11-08,11,12,28,10,62,22,37,"Previsto","RIBEIRÃO PRETO","srag",2023-11-08
414,2023-11-02,11,12,10,2,36,6,15,"Previsto","RIBEIRÃO PRETO","covid",2023-11-13
180,2023-11-11,11,12,29,14,57,23.75,36,"Previsto","RIBEIRÃO PRETO","srag",2023-11-13
414,2023-11-22,11,12,4,0,45.025,2,8,"Previsto","RIBEIRÃO PRETO","covid",2023-11-29
180,2023-11-29,11,12,22.5,8,56.025,16,30,"Previsto","RIBEIRÃO PRETO","srag",2023-11-29
414,2023-12-06,11,12,9,1,58.0999999999999,5,15,"Previsto","RIBEIRÃO PRETO","covid",2023-12-06
180,2023-12-06,11,12,26,10,58,20,35,"Previsto","RIBEIRÃO PRETO","srag",2023-12-06
414,2023-12-06,11,12,9,1,63.0999999999999,5,16,"Previsto","RIBEIRÃO PRETO","covid",2023-12-13
180,2023-12-06,11,12,26,11,59,20,34,"Previsto","RIBEIRÃO PRETO","srag",2023-12-13
414,2023-12-12,11,12,3,0,20,1,6,"Previsto","RIBEIRÃO PRETO","covid",2023-12-20
180,2023-12-13,11,12,23,9,45,17,29,"Previsto","RIBEIRÃO PRETO","srag",2023-12-20
413,2023-12-23,11,12,6,1,53.05,3,10,"Previsto","RIBEIRÃO PRETO","covid",2023-12-27
180,2023-12-20,11,12,25,9,56,18,32,"Previsto","RIBEIRÃO PRETO","srag",2023-12-27
413,2024-01-03,11,12,2,0,24.025,1,5,"Previsto","RIBEIRÃO PRETO","covid",2024-01-03
180,2024-01-03,11,12,13,3,30,9,18,"Previsto","RIBEIRÃO PRETO","srag",2024-01-03
414,2024-01-10,11,12,2,0,10,0,3,"Previsto","RIBEIRÃO PRETO","covid",2024-01-17
180,2024-01-17,11,12,15,4,36,11,20,"Previsto","RIBEIRÃO PRETO","srag",2024-01-17
414,2024-01-23,11,12,8,0,87.3249999999997,4,17,"Previsto","RIBEIRÃO PRETO","covid",2024-01-31
180,2024-01-31,11,12,23,8,66.025,17,33,"Previsto","RIBEIRÃO PRETO","srag",2024-01-31
855,2024-01-31,NA,12,9,1,40.025,5,14,"Previsto","RIBEIRÃO PRETO","covid",2024-02-07
377,2024-01-31,NA,12,27,11,66,20,36,"Previsto","RIBEIRÃO PRETO","srag",2024-02-07
851,2024-02-15,NA,12,10,1,32,6,14,"Previsto","RIBEIRÃO PRETO","covid",2024-02-14
375,2024-02-15,NA,12,21,5,45,16,29,"Previsto","RIBEIRÃO PRETO","srag",2024-02-14
852,2024-02-21,NA,12,18,5,42,12,23,"Previsto","RIBEIRÃO PRETO","covid",2024-02-21
376,2024-02-21,NA,12,38,11,78,27,49,"Previsto","RIBEIRÃO PRETO","srag",2024-02-21
850,2024-02-28,NA,12,25,5,78,17,36,"Previsto","RIBEIRÃO PRETO","covid",2024-02-28
377,2024-02-28,NA,12,41,6,108.05,24,59,"Previsto","RIBEIRÃO PRETO","srag",2024-02-28
409,2024-03-06,11,12,50,13,124.025,35,68,"Previsto","RIBEIRÃO PRETO","covid",2024-03-06
180,2024-03-06,11,12,11,0,42,5.75,19,"Previsto","RIBEIRÃO PRETO","srag",2024-03-06
409,2024-03-06,11,12,61,9,184.025,42,87,"Previsto","RIBEIRÃO PRETO","covid",2024-03-13
179,2024-03-06,11,12,95,26,234.1,66,133,"Previsto","RIBEIRÃO PRETO","srag",2024-03-13
850,2024-03-16,NA,12,8,1,36,4,14,"Previsto","RIBEIRÃO PRETO","covid",2024-03-18
377,2024-03-17,NA,12,33,10,82,23,46,"Previsto","RIBEIRÃO PRETO","srag",2024-03-18
850,2024-03-13,NA,12,8,0.975000000000001,36,4,13,"Previsto","RIBEIRÃO PRETO","covid",2024-03-20
377,2024-03-13,NA,12,33,10.975,77,24,44.25,"Previsto","RIBEIRÃO PRETO","srag",2024-03-20
851,2024-03-27,NA,12,1,0,11,0,3,"Previsto","RIBEIRÃO PRETO","covid",2024-03-27
377,2024-03-27,NA,12,9,1,29.025,5,14,"Previsto","RIBEIRÃO PRETO","srag",2024-03-27
851,2024-04-02,NA,12,2,0,12,1,4,"Previsto","RIBEIRÃO PRETO","covid",2024-04-10
377,2024-04-03,NA,12,43,17.975,112.025,32,60,"Previsto","RIBEIRÃO PRETO","srag",2024-04-10
851,2024-04-04,NA,12,2,0,13,1,4,"Previsto","RIBEIRÃO PRETO","covid",2024-04-17
377,2024-04-11,NA,12,19,4,48.025,13,27,"Previsto","RIBEIRÃO PRETO","srag",2024-04-17
849,2024-04-20,NA,12,4,0,27,2,8,"Previsto","RIBEIRÃO PRETO","covid",2024-04-24
377,2024-04-20,NA,12,47,20,106.025,37,60,"Previsto","RIBEIRÃO PRETO","srag",2024-04-24
851,2024-04-24,NA,12,5,0,36,3,10,"Previsto","RIBEIRÃO PRETO","covid",2024-05-08
377,2024-05-03,NA,12,35,14,67.025,27,44,"Previsto","RIBEIRÃO PRETO","srag",2024-05-08
832,2024-05-08,NA,12,2,0,9,1,3,"Previsto","RIBEIRÃO PRETO","covid",2024-05-15
377,2024-05-15,NA,12,20,1,66,10,34,"Previsto","RIBEIRÃO PRETO","srag",2024-05-15
831,2024-05-10,NA,12,2,0,9,1,3,"Previsto","RIBEIRÃO PRETO","covid",2024-05-23
377,2024-05-22,NA,12,50,6,138,29,72,"Previsto","RIBEIRÃO PRETO","srag",2024-05-23
826,2024-05-25,NA,12,10,1,103.025,5,21,"Previsto","RIBEIRÃO PRETO","covid",2024-05-29
377,2024-05-29,NA,12,39,5,126.025,21,59,"Previsto","RIBEIRÃO PRETO","srag",2024-05-29
823,2024-06-04,NA,12,3,0,14.025,1,5,"Previsto","RIBEIRÃO PRETO","covid",2024-06-05
376,2024-06-05,NA,12,20,3,67.025,12,32,"Previsto","RIBEIRÃO PRETO","srag",2024-06-05
822,2024-06-04,NA,12,3,0,13,1,5,"Previsto","RIBEIRÃO PRETO","covid",2024-06-12
377,2024-06-08,NA,12,77,35.975,166.025,60,100.25,"Previsto","RIBEIRÃO PRETO","srag",2024-06-12
815,2024-06-18,NA,11,3,0,18,1,6,"Previsto","RIBEIRÃO PRETO","covid",2024-06-26
378,2024-06-26,NA,12,50,11,139.05,34,69,"Previsto","RIBEIRÃO PRETO","srag",2024-06-26
816,2024-06-18,NA,11,3,0,19.025,2,6,"Previsto","RIBEIRÃO PRETO","covid",2024-07-04
378,2024-06-30,NA,12,103.5,51,240.025,80,133,"Previsto","RIBEIRÃO PRETO","srag",2024-07-04
810,2024-07-04,NA,11,1,0,11,0,3,"Previsto","RIBEIRÃO PRETO","covid",2024-07-23
378,2024-07-16,NA,12,35,11.975,79.025,26,46,"Previsto","RIBEIRÃO PRETO","srag",2024-07-23
791,2024-08-10,NA,11,4,0,31.025,2,8,"Previsto","RIBEIRÃO PRETO","covid",2024-08-14
378,2024-08-07,NA,12,37,16,85.05,28,47,"Previsto","RIBEIRÃO PRETO","srag",2024-08-14
793,2024-08-08,NA,11,4,0,27,2,7,"Previsto","RIBEIRÃO PRETO","covid",2024-08-21
378,2024-08-16,NA,12,26,7,58.025,19,34,"Previsto","RIBEIRÃO PRETO","srag",2024-08-21
792,2024-08-23,NA,11,7,1,26,4,11,"Previsto","RIBEIRÃO PRETO","covid",2024-08-28
378,2024-08-29,NA,12,47,17,89.025,36,59,"Previsto","RIBEIRÃO PRETO","srag",2024-08-28
793,2024-08-31,NA,12,27,8,104.15,18,40,"Previsto","RIBEIRÃO PRETO","covid",2024-09-03
378,2024-09-04,NA,12,6,0,47.025,2,14,"Previsto","RIBEIRÃO PRETO","srag",2024-09-03
792,2024-09-03,NA,12,22,5,66.05,15,31,"Previsto","RIBEIRÃO PRETO","covid",2024-09-11
378,2024-09-12,NA,12,24,5,69.025,15,35,"Previsto","RIBEIRÃO PRETO","srag",2024-09-11
793,2024-09-10,NA,12,11,1,43.05,6,19,"Previsto","RIBEIRÃO PRETO","covid",2024-09-18
378,2024-09-18,NA,12,17,2,48,10,25,"Previsto","RIBEIRÃO PRETO","srag",2024-09-18
794,2024-09-21,NA,12,9,1,44,5,15,"Previsto","RIBEIRÃO PRETO","covid",2024-09-25
378,2024-09-26,NA,12,22,4.975,50.025,14,30,"Previsto","RIBEIRÃO PRETO","srag",2024-09-25
795,2024-09-25,NA,12,2,0,12,0,4,"Previsto","RIBEIRÃO PRETO","covid",2024-10-02
378,2024-10-02,NA,12,12,0,45,7,21,"Previsto","RIBEIRÃO PRETO","srag",2024-10-02
453,2023-05-24,11,12,11,2,46,6,18,"Previsto","SOROCABA","covid",2023-05-31
219,2023-05-31,11,12,24,7,71,16,34,"Previsto","SOROCABA","srag",2023-05-31
453,2023-06-06,11,12,11,2,36.025,7,16,"Previsto","SOROCABA","covid",2023-06-06
219,2023-06-06,11,12,22,6,68.025,15,32,"Previsto","SOROCABA","srag",2023-06-06
453,2023-06-13,11,12,7,0,23,4,10,"Previsto","SOROCABA","covid",2023-06-14
219,2023-06-14,11,12,26,4,76.025,17,38,"Previsto","SOROCABA","srag",2023-06-14
451,2023-06-20,11,12,6,0,21.025,3,9,"Previsto","SOROCABA","covid",2023-06-20
219,2023-06-20,11,12,23,2,81.025,13,36,"Previsto","SOROCABA","srag",2023-06-20
453,2023-06-28,11,12,5,0,30.025,3,8,"Previsto","SOROCABA","covid",2023-07-06
219,2023-07-06,11,12,54,5,198.075,30,83.25,"Previsto","SOROCABA","srag",2023-07-06
452,2023-07-19,11,12,4,0,34,2,8,"Previsto","SOROCABA","covid",2023-07-19
219,2023-07-19,11,12,30,5,109.025,18,46.25,"Previsto","SOROCABA","srag",2023-07-19
451,2023-07-25,11,12,5,0,30.025,2,9,"Previsto","SOROCABA","covid",2023-07-25
219,2023-07-25,11,12,22,5,62,15,33,"Previsto","SOROCABA","srag",2023-07-25
453,2023-07-25,11,12,6,0,40.025,3,11,"Previsto","SOROCABA","covid",2023-08-02
219,2023-07-26,11,12,31,9,90,21,44,"Previsto","SOROCABA","srag",2023-08-02
451,2023-08-01,11,12,5.5,0,24,3,9,"Previsto","SOROCABA","covid",2023-08-08
219,2023-08-01,11,12,27,6,95.025,17,39,"Previsto","SOROCABA","srag",2023-08-08
451,2023-08-02,11,12,5,0,26,3,9,"Previsto","SOROCABA","covid",2023-08-16
219,2023-08-16,11,12,8,1,30,5,13,"Previsto","SOROCABA","srag",2023-08-16
451,2023-08-18,11,12,4,0,16.025,2,7,"Previsto","SOROCABA","covid",2023-08-23
219,2023-08-23,11,12,14,3,37,9,20,"Previsto","SOROCABA","srag",2023-08-23
451,2023-08-23,11,12,3,0,13,1,5.25,"Previsto","SOROCABA","covid",2023-08-30
219,2023-08-23,11,12,22,6,81,15,32.25,"Previsto","SOROCABA","srag",2023-08-30
452,2023-09-06,11,12,8,1,43,5,13,"Previsto","SOROCABA","covid",2023-09-06
219,2023-09-06,11,12,11,2,30.05,7,15,"Previsto","SOROCABA","srag",2023-09-06
452,2023-09-16,11,12,17,0,65.025,10,28,"Previsto","SOROCABA","covid",2023-09-19
219,2023-09-19,11,12,10,2,28,7,15,"Previsto","SOROCABA","srag",2023-09-19
453,2023-09-26,11,12,18,2,65.025,11,29,"Previsto","SOROCABA","covid",2023-09-27
219,2023-09-27,11,12,20,4,67,13,30,"Previsto","SOROCABA","srag",2023-09-27
450,2023-10-05,11,12,15,2,46,10,23,"Previsto","SOROCABA","covid",2023-10-06
219,2023-10-06,11,12,32,9,79,23,43,"Previsto","SOROCABA","srag",2023-10-06
450,2023-10-11,11,12,51,20,176,37,70,"Previsto","SOROCABA","covid",2023-10-11
219,2023-10-11,11,12,58,20,153.125,42,80,"Previsto","SOROCABA","srag",2023-10-11
452,2023-10-18,11,12,49,17,124.025,38,66,"Previsto","SOROCABA","covid",2023-10-18
219,2023-10-18,11,12,49.5,13,120.025,35,69,"Previsto","SOROCABA","srag",2023-10-18
